,input_text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit
1229,💃💃💐❤️❤️👌👌  Burnol time for haters.😎😂  #FarmLaws  #FarmersProtest  #Farmlawsrepealed twitter.com/ShyamMeeraSing…,0.00183,0.0,9e-05,0.00016,0.0004,4e-05,3e-05
1230,"The best reformer &amp;visionary leader in #India @ncbn Garu @naralokesh  He didn't loose,dirty politics put him down by BJP+TRS+Janasena+Ysrcp plan 2destroy #Andhrapradesh development #663DaysOfAmaravatiProtests  #SaveAmaravati  #SaveAmaravatiFarmers #FarmersProtest https://t.co/zUSR5iL8Pe",0.00518,0.0,0.00024,0.00014,0.00181,3e-05,4e-05
1231,Had your meal 🥗 🍛 ? Thank a farmer.   Speak up against oppression of FARMERS in India  #FarmersProtest   10:28:08,0.00081,0.0,6e-05,0.00013,0.00015,3e-05,2e-05
1232,This is a slap for fake nationalist.  #FarmersProtest twitter.com/Twitter/status…,0.14047,2e-05,0.00143,0.00396,0.01773,0.01182,0.00039
1233,CJI: “We are familiar with the plight of the farmers and we are sympathetic to their cause. We are also Indians. But the farmers will have to alter the way the protests are going”. #FarmersProtest,0.00773,0.0,6e-05,0.00901,0.00076,9e-05,5e-05
1234,#ModiMustResign #KisanBole_NoVoteToModi  #आज_आक्सीजन_कल_रोटी_जायेगी  #FarmLaws_NextPandemic #ModiMade #FarmersProtest #चौकीदार_ही_चोर_है  Modi Govt has paralyzed the Indian Economy. goes to Modi who has been fooling 135 crore people for 8 years continuously #तड़पता_उत्तर_प्रदेश twitter.com/ikaur_deep/sta…,0.00166,0.0,0.00013,0.00013,0.00035,3e-05,3e-05
1235,Raise Your Voice Need Your Support  Support farmers  #कृषि_कानून_रद्द_करो  #FarmersProtest https://t.co/ap3PpkBVC3,0.00118,0.0,8e-05,0.00011,0.00025,4e-05,2e-05
1236,Retweet if you agree with me #FarmersProtests #FarmersProtest  #NodeepKaur #SpeakUpForNodeep  #FreeNodeepKaur    @bajwasonam @AmmyVirk @diljitdosanjh #FarmersProtest #sonambajwaqueen #sonambajwafans #sonambajwa #officialsonambajwafp #pollywood #Queen #Punjabi,0.00124,0.0,0.00015,0.00022,0.00017,4e-05,5e-05
1237,"Thanks Mam “Paid actors,” huh? Quite the casting director, I hope they’re not overlooked during awards season. I stand with the farmers. #FarmersProtest  The people united will never be defeated  #isupportfarmers  #indiasupportfarmers #FarmerTikaitVsModiDakait #मोदी_कायर_हैं twitter.com/meenaharris/st…",0.00085,0.0,6e-05,0.00011,0.0002,3e-05,2e-05
1238,"At last they won their battle against the modi govt by getting together. Congratulations, kisaan aikta zindabad. #FarmersBill #kisanandolan  #FarmersProtest  #NoFarmerNofood https://t.co/BNiIEZcM5d",0.00058,0.0,4e-05,9e-05,0.00014,2e-05,2e-05
1239,"@htTweets @RakeshTikaitBKU Well your protest is political drama, ED should investigate  entire your family wealth. Sold out fake farmers are in protest. Farmers  should sell anywhere they want their yield. You want to buy don't do anti farmer protest.#FarmersAgainstTikait #FarmersProtest",0.00533,0.0,0.00011,0.00044,0.00128,6e-05,3e-05
1240,Act more like a army on twitter then leader best policy for everyone   #FarmersProtest #करनाल_जीता_दिल्ली_जीतेंगे,0.00075,0.0,5e-05,9e-05,0.00014,3e-05,2e-05
1241,#FarmersProtest #किसान_मजदूर_भाईचारा_जीतेगा retweet twitter.com/indersran1313/…,0.0005,0.0,5e-05,8e-05,9e-05,2e-05,2e-05
1242,"Today we fight for our Lands, our Culture, our Food and our Identity.  #MazdoorKisanEktaDiwas #FarmersProtest https://t.co/7esNVqBbJ6",0.00056,0.0,3e-05,0.00012,0.00012,2e-05,1e-05
1243,@POTUS SPEAK UP FOR FARMERS   #ModiBornToDestroyDemocracy  #Biden_SpeakUp4Farmers   #AntiFarmerModi #FarmersProtest  #FarmersProtest_StandsStrong twitter.com/POTUS/status/1…,0.00561,0.0,0.00038,0.0002,0.0012,9e-05,8e-05
1244,"#मंत्री_नहीं_खेती_क़ानून_हटाओ  —Trend has fallen to a big low, keep tweeting and retweeting till 12:30 pm Please  Plz boost the trend  #FarmersProtest https://t.co/vx8ECARkTu",0.00046,0.0,5e-05,7e-05,0.0001,2e-05,2e-05
1245,#INDvENG matches are cancelled because of safety? Is this true? #FarmersProtest #Cricket #England #Terrorism,0.00076,0.0,4e-05,0.00012,0.00013,3e-05,2e-05
1246,@GretaThunberg Speaking on subject you know nothing about. Propaganda tweets.  India 🇮🇳 will solve it internally. We stand together.   #FarmersProtest #IndiaTogether  #IndiaAgainstPropaganda  #IndiaWithModi,0.00054,0.0,4e-05,8e-05,0.00013,2e-05,1e-05
1247,Let me rephrase this...  A FARMER protesting for his rights fired with tear gas shell at his eye. This is Modi's #NewIndia where #JaiJawan is now just a slogan to be USED in election rallies and campaigns! #FarmersProtest  #ShameOnModiSarkar  #ModiAgainstFarmers twitter.com/aarifshaah/sta…,0.00256,0.0,0.0001,0.00017,0.00049,8e-05,3e-05
1248,@Savi52317764 @NavJammu @AhluwaliaA2 @Jaswind42704842 @Sachin88617922 @BinduGhuman @Farmers48334430 @ravdeepkaura Farmers will create new history by overturning modi shah bjp rss #FarmersProtest #StopHateAgainstFarmers,0.00094,0.0,0.00012,0.00014,0.00015,3e-05,3e-05
1249,#ModiHarassingProFarmers Nationalism is not just singing the tunes of ruling party Supporting Farmer's Protest is crime in New India  More You Suppress the Farmers &amp; Indians More Louder Our Voices Will Be   Repeal 3 black law&amp;make law on MSP #FarmersProtest  #मोदी_तोमर_शर्म_करो twitter.com/NavJammu/statu…,0.02177,2e-05,0.0003,0.0124,0.00225,0.00013,7e-05
1250,"The Reason behind increasing no of Corruption,Scams,Rapes,fraud,bank frauds,fugitives,terror attacks is that ,the institutions &amp; agency’s who r supposed 2 guard da law &amp; order r busy suppressing the voice of truth #ModiRaidsProFarmers #TapseePannu #FarmersProtest #AnuragKashyap",0.08738,3e-05,0.00696,0.00104,0.02003,0.00024,0.00451
1251,"100 days of struggle, 100 days of patience, 100 days of togetherness!!!  We have come so far in solidarity,   Let’s keep the spirit high!!   #FarmersProtest100Days #FarmersProtest https://t.co/LYHauYKvGI",0.00044,0.0,3e-05,8e-05,0.00011,2e-05,1e-05
1252,"After Khalistan, Urban naxalite, Terrorists and Pakistani tags and state sponsored violence failed to dent peaceful #FarmersProtest , now BJP is linking #FarmersProtestindia with congress and leftist parties. It will also backlash.  #RepealFarmLaws",0.01736,0.0,0.0001,0.00591,0.00232,0.00016,4e-05
1253,@Aman_Sandhu05 @Dilbagsandhu1 Always #आज_भारत_बंद_है  #FarmersProtest,0.00047,0.0,5e-05,8e-05,0.00012,2e-05,2e-05
1254,They forget starvation does not discriminate based on caste creed color gender or religion. Sarbaat da Bhalla #BLM #INDvPAK  #FarmersProtest=#HumanRights twitter.com/SymphonyInPink…,0.00281,0.0,4e-05,0.00119,0.00039,6e-05,3e-05
1255,"Peace can only last where human rights are respected, where the people are fed, and where individuals and nations are free  #FarmersProtest   00:14:06",0.00052,0.0,3e-05,0.00011,0.00011,2e-05,2e-05
1256,Very disappointed in court decision. Khattar resign  #FarmersProtest #KhattarCrushing_KhoriGaon twitter.com/Tractor2twitr/…,0.00048,0.0,3e-05,6e-05,0.00013,2e-05,1e-05
1257,"Tweet is the least we can do, it only takes a second, so please help anyway you can 🙏🙏 #3MonthsOfDailyProtest  #FarmersProtest twitter.com/navneetkaursoh…",0.0008,0.0,4e-05,8e-05,0.00017,3e-05,2e-05
1258,Day- 235  Toll- 538+  #FarmersProtest https://t.co/0pOUhHus8D,0.00041,0.0,4e-05,7e-05,0.0001,2e-05,1e-05
1259,"Who initiated the FATF process on Pak, as if a surgical strike achieved anything #मोदी_खेतीकानून_वापिस_लो #FarmersProtest twitter.com/Freaknewstoday…",0.00068,0.0,6e-05,0.0001,0.00011,3e-05,2e-05
1260,#ReleaseNodeepKaur @hrw @UNHumanRights can’t you guys do anythng to support a 23 year old girl who has evidently been abducted and abused by @DelhiPolice? Shame on @BJP4India @PMOIndia @narendramodi for destroying the integrity of so called #worldslargestdemocracy #FarmersProtest,0.00681,1e-05,0.00038,0.00098,0.00164,8e-05,0.00033
1261,I @KickOrOund Am Celebrating This Auspicious Gurpurab With The Farmers Protesting For Rights Since A Year. Retweet Ur Support 🤘 #FarmersProtest  #Tractor2Twitter @AvijeetDhaliwal  @grewal_jaspreet  @sunny_19wa  @PuniaGurpreet19  @DeepSandhu_K  @kaurgillv  @kaur_mb  @malwabelt05 https://t.co/57MZO8oJpQ,0.00091,0.0,9e-05,0.00011,0.00018,3e-05,3e-05
1262,#FarmerPolitics  #RakeshTikait #BharatiyaKisanUnion Left: Before #FarmersProtest Right: During #FarmersProstests  Even threatening violence while other leaders (not #Farmers) are trying to be politically correct!  #FarmBills2020 #FarmLaws2020 #FarmActs2020 twitter.com/MirrorNow/stat… https://t.co/P9t2qGdA9t,0.00084,0.0,5e-05,0.0001,0.00018,3e-05,2e-05
1263,#FarmersProtest  #BoycottBJP_4Farmers  Shame twitter.com/hkaursomal/sta…,0.01601,1e-05,0.00079,0.00059,0.00298,0.00012,0.00014
1264,Government is responsible for these deaths. #FarmersProtest #FarmersDealTotalRepeal https://t.co/rjWcjiRw8e,0.00092,0.0,3e-05,0.00012,0.00018,4e-05,2e-05
1265,New farm laws aim to privatise agri sector   Around 60% of India derives income from agri  We are not going to let this happen!  #StopPrivatizingIndia #FarmersProtest https://t.co/Q0mLdUXi9z,0.00052,0.0,3e-05,0.00011,0.00012,2e-05,1e-05
1266,Traffic jam at DND due to farmers' protest | Delhi Ground Report  #FarmersProtest   news.abplive.com/videos/news/in…,0.00042,0.0,3e-05,7e-05,0.00011,2e-05,1e-05
1267,"Rally At Purulia @MamataOfficial  Says,”Modi is incompetent cannot run the country” Also says your pain is more than mine #WestBengalElections2021  #FarmersProtest  #GodiMediaAntiFarmer twitter.com/sakshijoshii/s…",0.16902,1e-05,0.00105,0.0011,0.13082,8e-05,0.00012
1268,STRONG TOGETHER  RT / Like / Share  #कोरोना_काल_देश_बेहाल  #धम्मराज_बहुजन_असोक_महान #ModiResignOrRepeal #FarmersProtest  #ModiResign    @iHarryGill  @edunomics  @rahatjotsodhi  @daljitk20639894  @Rajdeep94052839  @IshwarP09543074  @Harpree52596479 https://t.co/lQhPf1Vp7T,0.00246,0.0,0.00032,0.00015,0.00033,7e-05,5e-05
1269,Abhishek Gupta appearing for Sidhu taking the court through facts of this case and the bail order. @DelhiPolice @apnnewsindia #FarmersProtest,0.00059,0.0,4e-05,7e-05,0.00016,2e-05,1e-05
1270,One tweet can make such a difference✌️n everyone has the right to speak against wrongs 4 human rights! #ThankYouRihanna  #FarmersProtest @rihanna #Rihanna   #SpinelessCelebs 👇 #AkshayKumar #ajaydevgan #Kangana #KaranJohar #PragyanOjha #ViratKohli #Sachin #ShikharDhawan n so many,0.00131,0.0,6e-05,0.00018,0.00028,3e-05,2e-05
1271,@ajayiyer15 Why just 2years? A thorough inspection of the books of accounts and bank accounts of so called farmers and middlemen in Punjab and Haryana ought be made. Why are they receiving subsidies when they could afford all the luxuries and yet weren’t bothered to go farm? #FarmersProtest,0.00076,0.0,8e-05,9e-05,0.00023,2e-05,2e-05
1272,Rannee Johl petitions.whitehouse.gov/petition/we-pe… #farmersprotest #KisanEktaMorcha #KisanEktaZindaabaad #diljitdosanj #FarmersBill #westandwithfarmers,0.00171,0.0,0.00014,0.00021,0.0005,3e-05,4e-05
1273,Thankyou for your support #FarmersProtest #WorldSupportsIndianFarmers #StandWithFarmers #Spineless #shameonbollywood twitter.com/RaviSinghKA/st…,0.00062,0.0,4e-05,0.0001,0.00014,2e-05,2e-05
1274,Good lines...pamma dumevaal 22..wmk ਸਾਰੇ ਵੀਰਾਂ ਤੇ🙏🙏 #FarmersProtest #KisaanMajdoorEktaZindabad #standwithfarmerschallange  @anandmahindra @BBCNews @RaviSinghKA @BBCWorld @htTweets @ClarenceHouse https://t.co/E61rXUseHI,0.00118,0.0,0.00015,0.00014,0.00019,3e-05,4e-05
1275,"@Dr_neha_mishra @sheetal25428048 Why are #Bhakts so afraid of @ravishndtv?  Yes - He just asks questions, which #GodiMedia doesn't! :) #FarmersProtest",0.0014,0.0,0.00013,0.00015,0.0002,3e-05,4e-05
1276,"We fight, we win.   Stay and watch.  #FarmersProtest @Kisanektamorcha @aajtak @PTI_News @ANI @news24tvchannel @sakshijoshii @PMOIndia @mlkhattar @bstvlive @PunjabKesariCom @tv",0.00091,0.0,6e-05,0.00011,0.00018,4e-05,2e-05
1277,#FarmersProtest World is not just watching but reacting also 🤞🏻 twitter.com/RaviSinghKA/st…,0.00042,0.0,3e-05,7e-05,0.00011,2e-05,1e-05
1278,Horrifying!   #मोदी_नंग_किसान_तंग #FarmersProtest twitter.com/HarteerathSing…,0.00075,0.0,5e-05,9e-05,0.00016,3e-05,2e-05
1279,"RT: ""the Indian farmers are not only standing up for their own interests but also for the larger cause of democracy. It reminds me of the progressive farmer movements in the United States in the late nineteenth century."" #KisanEktaZindaabaad #farmersprotest #ModiKillingFarmers",0.0032,0.0,7e-05,0.00077,0.00034,0.0002,4e-05
1280,Operation Clean  #FarmersProtest https://t.co/z935mm2zpy,0.00045,0.0,4e-05,7e-05,0.0001,2e-05,2e-05
1281,"@AEHarshada Too much democracy means when a legislation already passed thru due process in Parliament, you still have to listen &amp; tolerate all this drama bc otherwise you may lose their votes in next election. #FarmersProtest",0.00057,0.0,3e-05,7e-05,0.00015,2e-05,1e-05
1282,One blood   One race  Humanity against those kill and rape  #किसान_बहुजन_एकता_दिवस #FarmersProtest,0.51744,0.0004,0.01002,0.01053,0.0058,0.02505,0.15849
1283,Today Hashtag Retweet  #जुमले_नहीं_कानून_वापसी #FarmersProtest twitter.com/indijaswaloye/…,0.0005,0.0,5e-05,9e-05,9e-05,2e-05,2e-05
1284,"@ndtv @KanganaTeam is your friend a dictator? If not, then question stays the same. Why didn’t he discuss? In democracy you need to stay with in its framework. Now, don’t go to a shop as ask to change the frames. Honestly, Sometimes I feel there is no one to talk to. #FarmersProtest",0.00623,0.0,0.00013,0.0002,0.0026,3e-05,4e-05
1285,BJP putting humanity for sale to the highest bidder #ModiDontSellFarmers #FarmersProtest twitter.com/AntiITcellTask… https://t.co/Q3i7Zn8gVK,0.00058,0.0,3e-05,8e-05,0.00015,2e-05,1e-05
1286,@trspartyonline @KTRTRS @TelanganaCMO    Would you come over to streets again and support the #FarmersProtest and  #BharatBandh as you did last time ❓ Or have things changed from last time ❓🤨 twitter.com/kkuruganti/sta…,0.00103,0.0,7e-05,0.00012,0.00021,2e-05,2e-05
1287,well said💪💪✊ #farmersagitation  #Tractor2Twitter  #standwithfarmerschallange  #FarmersProtests  #farmersprotest twitter.com/pavihansi/stat…,0.00063,0.0,6e-05,8e-05,0.00014,2e-05,2e-05
1288,Amit Shahs Riot squard walk in full Police Protection to Attack Protesting Farmers in Singu Border.  🙏🏻 ThankFully the Farmers Handled them well for the day. But Dont Understimate the Power of the coward when in Mob. #BJPGoonsAttackingFarmers #FarmersStandingFirm  #FarmersProtest https://t.co/WAQSw63m3p,0.32876,0.0,0.00042,0.00041,0.30696,8e-05,5e-05
1289,@ABC World’s biggest protest happening in India 🇮🇳 @JoeBiden should speak up against human rights violations. Over 60 farmers lost their life. Shame on @PMOIndia @narendramodi #FarmersProtest #WeUnitedForFarmers #IStandWithFarmers #ModiAgainstFarmers https://t.co/RLP58PnT3Q,0.00147,0.0,6e-05,0.00016,0.00032,3e-05,2e-05
1290,"ailaan.  In Lakhimpur Kheri, Uttar Pradesh, farmers were trampled by the son of Minister of State for Home, Teni. 2 farmers killed, 8 seriously injured. All farmer brothers be on alert. United Kisan Morcha will make a big announcement. #FarmersProtest",0.00361,0.0,0.00012,0.00038,0.00039,0.00045,4e-05
1291,"Indian-occupied #Kashmir is/was  without internet for months and now the capital of ""world's largest democracy"" too.  #FarmersProtest #KisanTractorRally twitter.com/rihanna/status…",0.00053,0.0,3e-05,9e-05,0.00014,2e-05,1e-05
1292,Farmers have successfully won in Haryana dharna.The   Govt. has accepted their demand of giving two jobs to d family members of d  deceased farmer &amp; SDM Sinha will face a judicial probe and has been sent on leave.  #FarmersProtest,0.00066,0.0,4e-05,0.0001,0.00016,2e-05,2e-05
1293,How it started?      How it's going? #FarmersProtest #farmers #pictures. https://t.co/VaUvftOdG8,0.00052,0.0,4e-05,8e-05,0.00011,2e-05,2e-05
1294,Thank you   #farmersprotest twitter.com/BilalDiary/sta…,0.00077,0.0,6e-05,8e-05,0.00019,2e-05,2e-05
1295,"#FarmersProtest  Day 307  NotOut 🌾 Kisaan Majdoor Ekta Zindabaad ✊🏼 Everywhere, Anywhere, Anyday, All Day and Forever 💪🏼 KisanMajdoorEktaZindabad 💪🏼 TakeBackFarmerLaws 🙏🏼 .#FarmersProtest_InChardiKala https://t.co/hVdPbjbImK",0.00132,0.0,0.00015,0.00016,0.0002,3e-05,4e-05
1296,"@SecularNation2 @AMIT_GUJJU @melissagrelo @TheSocialCTV @cynthialoyst @jessieraeallen FIRST of all your govt initiated the violence and ALLOWED them into the red Fort, which is not even public property nemore it’s sold. SECONDLY it’s a protest which means it’s not supposed to be COMFY. They were out there for 2 months and no one acknowledged them. #FarmersProtest",0.00093,0.0,6e-05,0.0001,0.00022,2e-05,2e-05
1297,Victory !!  #Vaccine_और_MSP_दो #FarmersProtest twitter.com/OhiPreet135/st…,0.00066,0.0,6e-05,8e-05,0.00015,3e-05,2e-05
1298,#FarmersProtest  support farmers twitter.com/PragyaLive/sta…,0.00095,0.0,5e-05,0.00013,0.00022,2e-05,2e-05
1299,#FarmersProtest today in #India #Delhi   #IndianArmy #RSSRepublicDay #IndianRepublicBlackDay  #Khalistan #26JanDelhiTractorParade https://t.co/NwFl1orPUW,0.0025,1e-05,0.00012,0.00085,0.0004,6e-05,5e-05
