input_text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/Stubborn__Jatt…,0.00676,0.0,0.00016,0.0003,0.00194,7e-05,5e-05
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/jaggisandhu4/s…,0.00626,0.0,0.00018,0.0003,0.00177,6e-05,5e-05
Did you know farmers in India continue to live &amp; die in debt while the likes of ambani/adani get richer?! How is that fair?  #StopHateAgainstFarmers #FarmersProtest https://t.co/tDz1O56PHL,0.00245,0.0,0.00012,0.0004,0.00043,8e-05,4e-05
HATE HAS NO PLACE  I hate to see farmers suffering #FarmersProtest 🌾🚜 #StopHateAgainstFarmers https://t.co/4IHCf01C2d,0.08507,2e-05,0.00197,0.0041,0.00864,0.00098,0.00021
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/NindaBains/sta…,0.00896,0.0,0.00023,0.00036,0.00276,8e-05,7e-05
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/Tractor2twitr/…,0.00631,0.0,0.00016,0.00028,0.00179,7e-05,5e-05
Hashtag for today (30/03/21)   #StopHateAgainstFarmers   Tweet | RT | Share | Spread | Like #farmersprotest @Tractor2twitr,0.00044,0.0,3e-05,7e-05,0.00011,2e-05,1e-05
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/HitpalBatth8/s…,0.00608,0.0,0.00016,0.00028,0.0017,7e-05,5e-05
I really don’t understand what the bjp govt wants Indians to eat if there are no farmers left? Or is the govt getting ready for slave labor for modi’s pals?   #StopHateAgainstFarmers #FarmersProtest https://t.co/tOYZTWmoxl,0.02896,1e-05,0.00025,0.01817,0.00318,0.00026,0.00012
Indian farmers have started the revolution. We will win #StopHateAgainstFarmers #FarmersProtest twitter.com/ikaur_deep/sta…,0.00088,0.0,4e-05,0.00017,0.00019,3e-05,2e-05
ModiNaukarAmbaniKa won't roll back farmers bill because his Antilia bosses will not allow him to do so....  #सरकार_MSP_केंद्र_खोलो #StopHateAgainstFarmers #FarmersProtest https://t.co/bZtNCMx6ib,0.00101,0.0,6e-05,0.00013,0.00024,2e-05,2e-05
"Dont hate farmers too much that food u eat starts hating you ,  #StopHateAgainstFarmers #FarmersProtest twitter.com/iamjazzie96/st…",0.0618,1e-05,0.00068,0.00662,0.00719,0.00113,0.00016
@Sachin88617922 Sat sri akaal bro.                    We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest,0.08335,1e-05,0.00102,0.00673,0.02503,0.0003,0.00017
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/Preet_mann/sta…,0.00853,0.0,0.0002,0.00032,0.00261,7e-05,6e-05
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/iamrajbuttar/s…,0.00675,0.0,0.00016,0.0003,0.00194,7e-05,5e-05
Hate can't divide us and break us ...This thing govt. must understand. #FarmersProtest #StopHateAgainstFarmers https://t.co/EanxUwLr36,0.00279,0.0,8e-05,0.00021,0.00042,0.0001,2e-05
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/sukhdha7565551…,0.0041,0.0,0.00012,0.00022,0.00109,5e-05,4e-05
"People will rate you, break you, hate you but how you stand is whats makes you...   #FarmersProtest #StopHateAgainstFarmers https://t.co/gKfnzHifnh",0.21963,5e-05,0.0016,0.00332,0.00766,0.05737,0.00028
Farmer is another God as it feeds people #StopHateAgainstFarmers #FarmersProtest twitter.com/TheMaans/statu…,0.00233,0.0,0.00015,0.00023,0.0006,2e-05,5e-05
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/HitpalBatth8/s…,0.00608,0.0,0.00016,0.00028,0.0017,7e-05,5e-05
Do terrorist plough fields and gave food to society?? #StopHateAgainstFarmers #FarmersProtest twitter.com/with_kaur/stat…,0.00984,0.0,0.00012,0.00072,0.00151,0.00026,4e-05
"Media &amp; Govt maligned farmers with all sorts of names. When nothing worked, a media black out has been on since at least a month with no reporting/discussion on #FarmersProtest   Its the hate for farmers &amp; their unity that Govt is trying to ignore them.  #StopHateAgainstFarmers",0.01631,1e-05,0.00023,0.00367,0.0029,0.00012,7e-05
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/Navneet_Tweets…,0.0073,0.0,0.00017,0.00031,0.00211,7e-05,5e-05
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/davinder_7/sta…,0.00733,0.0,0.00017,0.0003,0.00216,7e-05,5e-05
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/sukhdha7565551…,0.0041,0.0,0.00012,0.00022,0.00109,5e-05,4e-05
Just because its taking longer doesn’t mean we failed...   #FarmersProtest #StopHateAgainstFarmers https://t.co/aS7kDEV4yP,0.00069,0.0,4e-05,9e-05,0.00015,2e-05,2e-05
We stand with our farmers  #StopHateAgainstFarmers #FarmersProtest twitter.com/IamSanjeevThin…,0.00089,0.0,4e-05,0.00013,0.00021,3e-05,1e-05
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/updeshkb_12/st…,0.00579,0.0,0.00016,0.00026,0.00164,6e-05,4e-05
Look in our eyes and you can see how bad we want it..   #FarmersProtest #StopHateAgainstFarmers https://t.co/SS4K2za0X1,0.00166,0.0,9e-05,0.00014,0.00024,8e-05,3e-05
"#FarmersProtest does not belong to any race, religion or sect. It is a protest of Indian people. stop hate mongering against Sikhs. There has been no deaths due to khalistani terrorism since 1993. It is just pure hate compain by RSS against Sikhs.   #StopHateAgainstFarmers",0.02925,1e-05,0.00011,0.02254,0.00242,0.00024,7e-05
The only thing Modi knows is division and hate #StopHateAgainstFarmers #FarmersProtest twitter.com/IamSanjeevThin…,0.01097,0.0,0.00011,0.00154,0.00116,0.00019,4e-05
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/navneetkaursoh…,0.00704,0.0,0.00016,0.00032,0.002,7e-05,5e-05
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/Tractor2twitr/…,0.00631,0.0,0.00016,0.00028,0.00179,7e-05,5e-05
We are farmers not terrorist shame on indian government   #सरकार_MSP_केंद्र_खोलो #StopHateAgainstFarmers #FarmersProtest https://t.co/HFbRvfvPXg,0.04948,2e-05,0.0005,0.03081,0.007,0.00019,0.00013
@Chhotalikharii They need to put aside their ego &amp; listen to the farmers.  #StopHateAgainstFarmers #FarmersProtest,0.00689,0.0,0.00022,0.00042,0.00175,6e-05,8e-05
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/HansrajMeena/s…,0.00977,0.0,0.00022,0.0004,0.00294,8e-05,6e-05
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/AntiITcellTask…,0.00669,0.0,0.00014,0.00033,0.00175,7e-05,4e-05
Everyone has two eyes but not all has same view...   #FarmersProtest #StopHateAgainstFarmers https://t.co/mxt5CqWkpM,0.00142,0.0,6e-05,0.00012,0.00031,4e-05,3e-05
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/Sachin88617922…,0.00494,0.0,0.00013,0.00025,0.00135,6e-05,4e-05
When chances are one in million be that one.   #FarmersProtest #StopHateAgainstFarmers https://t.co/Hj08fw348h,0.00054,0.0,3e-05,9e-05,0.00013,2e-05,1e-05
People have come together because they are farmers first #StopHateAgainstFarmers #FarmersProtest twitter.com/mnprtsandhu34/…,0.00095,0.0,4e-05,0.00014,0.00023,2e-05,1e-05
Take a moment to walk in our shoes I bet you’ll fall in the first step...   #FarmersProtest #StopHateAgainstFarmers https://t.co/tiXdZFJtWv,0.00124,0.0,6e-05,0.00013,0.00021,8e-05,2e-05
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/mandeeptoronto…,0.0101,0.0,0.00022,0.00035,0.00334,8e-05,6e-05
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/HumaneKarr/sta…,0.00871,0.0,0.0002,0.00036,0.00265,7e-05,6e-05
Lack of education isn't necessary a bad thing but combination of narcissism &amp; lack of education is a deadly combo which is what India's PM uses to spread hate against it's own countrymen. #StopHateAgainstFarmers #FarmersProtest,0.07151,1e-05,0.00048,0.00823,0.02667,0.00018,0.00016
STOP Spreading Hate for farmers as Farmers are INDIA.  #FarmersProtest   #StopHateAgainstFarmers https://t.co/n6WOodyaqO,0.00537,0.0,0.00011,0.00058,0.00088,9e-05,3e-05
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/_Choudhary_Ama…,0.00759,0.0,0.00017,0.00033,0.00218,8e-05,5e-05
Farmers have united everyone #StopHateAgainstFarmers #FarmersProtest twitter.com/pb07cheema/sta…,0.00077,0.0,4e-05,0.00011,0.00019,2e-05,1e-05
A wise young man indeed  #StopHateAgainstFarmers #FarmersProtest twitter.com/themaans/statu…,0.00145,0.0,0.00011,0.00018,0.00046,5e-05,2e-05
We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest 20,0.07078,1e-05,0.00057,0.00367,0.01686,0.00032,0.00013
"@joncrivera @meenaharris Go to #farmersprotest , pick up a profile attacking them and look at the feed. You’ll find out 😹",0.01103,1e-05,0.00026,0.00061,0.00059,0.00121,9e-05
We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest 19,0.0577,1e-05,0.00047,0.00305,0.01342,0.00028,0.00012
@Kisanektamorcha BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest,0.00604,0.0,0.00016,0.00023,0.0018,6e-05,4e-05
So innocent so damaged still moving forward...   #FarmersProtest #StopHateAgainstFarmers https://t.co/7WBWOqvaTa,0.00101,0.0,3e-05,0.00011,0.00021,4e-05,2e-05
We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest 18,0.05918,1e-05,0.00051,0.00321,0.01344,0.00027,0.00012
We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest 17,0.06989,1e-05,0.00061,0.00401,0.0148,0.00031,0.00014
We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest 16,0.06299,1e-05,0.00054,0.00341,0.0137,0.00029,0.00013
We will win ✊ #StopHateAgainstFarmers #FarmersProtest twitter.com/navneetkaursoh…,0.0006,0.0,4e-05,0.0001,0.00014,2e-05,1e-05
BJP is the political arm of the corporate mafia #StopHateAgainstFarmers #FarmersProtest twitter.com/Kisanektamorch…,0.00696,0.0,0.00017,0.00032,0.00195,7e-05,5e-05
We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest 14,0.07756,1e-05,0.00071,0.0044,0.01512,0.00035,0.00016
We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest 13,0.06499,1e-05,0.00062,0.00336,0.01296,0.00031,0.00015
Respect farmers Support  farmers #StopHateAgainstFarmers #FarmersProtest https://t.co/iaqGZ1sram,0.00061,0.0,3e-05,0.00011,0.00014,2e-05,1e-05
We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest 12,0.06272,1e-05,0.0005,0.00334,0.01433,0.00031,0.00012
India does not have a government anymore #StopHateAgainstFarmers #FarmersProtest twitter.com/NavJammu/statu…,0.00148,0.0,5e-05,0.00018,0.00031,3e-05,2e-05
We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest 11,0.06752,1e-05,0.00056,0.00363,0.01437,0.00033,0.00013
We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest 10,0.06284,1e-05,0.00055,0.00314,0.0145,0.00029,0.00013
Hope begins in dark..   #FarmersProtest #StopHateAgainstFarmers https://t.co/WDiJdpmF4G,0.00091,0.0,4e-05,0.00013,0.00016,5e-05,2e-05
We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest 9,0.06986,1e-05,0.00068,0.00333,0.01495,0.00034,0.00014
We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest 8,0.06495,1e-05,0.00054,0.00342,0.01505,0.0003,0.00013
We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest 6,0.0648,1e-05,0.00055,0.0032,0.01513,0.00029,0.00013
They are born king with or without you admitting it..   #FarmersProtest #StopHateAgainstFarmers https://t.co/xEHRhVyfEk,0.00251,0.0,0.00011,0.00021,0.00064,3e-05,3e-05
"Farmers are proud of india, they are real Patriot.   #StopHateAgainstFarmers #FarmersProtest",0.00191,0.0,5e-05,0.0007,0.00036,3e-05,2e-05
We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest 5,0.06749,1e-05,0.00055,0.00323,0.01655,0.0003,0.00012
"Media &amp; Govt maligned farmers with all sorts of names. When nothing worked, a media black out has been on since at least a month with no reporting/discussion on #FarmersProtest   Its the hate for farmers &amp; their unity that Govt is trying to ignore them.  #StopHateAgainstFarmers",0.01631,1e-05,0.00023,0.00367,0.0029,0.00012,7e-05
We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest 4,0.06956,1e-05,0.00058,0.00337,0.01649,0.0003,0.00013
We are combination of too good and the worst..   #FarmersProtest #StopHateAgainstFarmers https://t.co/lPDY7qgMZR,0.00452,0.0,0.00013,0.00025,0.00083,7e-05,4e-05
We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest 3,0.07193,1e-05,0.00063,0.00346,0.01736,0.00031,0.00014
We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest 2,0.07149,1e-05,0.00059,0.00363,0.01698,0.00031,0.00014
Why should we apologize for the monsters..   #FarmersProtest #StopHateAgainstFarmers https://t.co/yxfBAezwrL,0.09242,0.0,0.00023,0.00147,0.05279,0.00033,8e-05
We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest 1,0.06216,1e-05,0.00056,0.00311,0.01398,0.00028,0.00013
Only farmers have the guts to fight dictator Modi #StopHateAgainstFarmers #FarmersProtest twitter.com/updeshkb_12/st…,0.01528,1e-05,0.0004,0.00078,0.00418,0.00018,0.00012
#FarmersProtest #StopHateAgainstFarmers  This is the unity which fears Anti- Nations and Fascists https://t.co/FiF8iHWDtC,0.00641,0.0,6e-05,0.00099,0.00102,8e-05,3e-05
We are farmers Not a TERRORIST #StopHateAgainstFarmers #FarmersProtest @PMOIndia @BJP4India,0.07147,1e-05,0.00051,0.00415,0.01996,0.00028,0.00012
@Kisanektamorcha The govt is pretending it isn't affected but internally it is shaking like a leaf in the Strom #StopHateAgainstFarmers #LieLikeModi #FarmersProtest,0.00116,0.0,7e-05,0.00012,0.00023,3e-05,3e-05
Situation might be bad but they never forget to smile and help...   #FarmersProtest #StopHateAgainstFarmers https://t.co/JIiLWOvNXz,0.00075,0.0,4e-05,9e-05,0.00017,3e-05,2e-05
We will win this Fight ....  Stay United ....  keep supporting Farmers.  #StopHateAgainstFarmers #FarmersProtest,0.00076,0.0,3e-05,0.0001,0.00017,3e-05,1e-05
Lack of education isn't necessary a bad thing but combination of narcissism &amp; lack of education is a deadly combo which is what India's PM uses to spread hate against it's own countrymen.  #StopHateAgainstFarmers #FarmersProtest,0.07777,1e-05,0.0005,0.01078,0.02868,0.00019,0.00017
"Don’t disrespect quite people, you’re gonna find out why we keep our volume down...   #FarmersProtest #StopHateAgainstFarmers https://t.co/YwBJNk5CAS",0.00118,0.0,5e-05,0.00014,0.00022,4e-05,2e-05
"Anyone who says farmers are terrorists are anti-nationalist, be aware of them #StopHateAgainstFarmers #FarmersProtest twitter.com/navneetkaursoh…",0.0712,1e-05,0.0001,0.01384,0.01588,0.00046,4e-05
Today tagline  Use this hashtag #StopHateAgainstFarmers #FarmersProtest 20,0.00053,0.0,3e-05,9e-05,0.00011,2e-05,1e-05
Today tagline  Use this hashtag #StopHateAgainstFarmers #FarmersProtest 19,0.0005,0.0,3e-05,8e-05,0.00011,2e-05,1e-05
"Be kind towards them. They are aged, they are strong. Don't pull them in your hate games. They are pure. Kisaan knows patience, don't challenge them. Repeal farm bills. #FarmersProtest #StopHateAgainstFarmers",0.00257,0.0,5e-05,0.00026,0.00049,7e-05,2e-05
Today tagline  Use this hashtag #StopHateAgainstFarmers #FarmersProtest 18,0.00051,0.0,3e-05,9e-05,0.00011,2e-05,1e-05
Today tagline  Use this hashtag #StopHateAgainstFarmers #FarmersProtest 17,0.00054,0.0,3e-05,9e-05,0.00011,2e-05,1e-05
Let’s stand with our elders &amp; show the world what we can accomplish when different generations work together.   #StopHateAgainstFarmers #FarmersProtest https://t.co/xs4MxFPJZ5,0.00056,0.0,3e-05,0.0001,0.00013,2e-05,1e-05
Today tagline  Use this hashtag #StopHateAgainstFarmers #FarmersProtest 15,0.00053,0.0,3e-05,9e-05,0.00011,2e-05,1e-05
Today tagline  Use this hashtag #StopHateAgainstFarmers #FarmersProtest 14,0.00055,0.0,4e-05,9e-05,0.00011,2e-05,1e-05
Be a warrior not a worrier...   #FarmersProtest #StopHateAgainstFarmers https://t.co/4Buwr6lcBW,0.00055,0.0,3e-05,9e-05,0.00014,2e-05,1e-05
Today tagline  Use this hashtag #StopHateAgainstFarmers #FarmersProtest 13,0.00052,0.0,3e-05,8e-05,0.00011,2e-05,1e-05
Today tagline  Use this hashtag #StopHateAgainstFarmers #FarmersProtest 12,0.00052,0.0,3e-05,9e-05,0.00011,2e-05,1e-05
Today tagline  Use this hashtag #StopHateAgainstFarmers #FarmersProtest 11,0.00054,0.0,3e-05,9e-05,0.00011,2e-05,1e-05
Today tagline  Use this hashtag #StopHateAgainstFarmers #FarmersProtest 10,0.00052,0.0,3e-05,8e-05,0.00011,2e-05,1e-05
"Almost everyone is India is connected to farming, hating farmers means hating India #StopHateAgainstFarmers #FarmersProtest twitter.com/AtomicB1389096…",0.01919,0.0,9e-05,0.00913,0.00158,0.00026,4e-05
